
地点：成都-锦江区公司性质：外商独资公司规模：100-499人经验：3-5年学历：大专职位月薪：8001-10000元/月 【任职要求】 1.全日制普高大专及以上学历，具有3年以上.NET网站开发经验； 2.精通 .NET，C#，WebAPI，MVC，Webservice等开发技术，有大型MVC项目经验者优先； 3.熟悉Sqlserver，Oracle等主流数据库；熟悉OOA、常用设计模式和通用软件架构； 4...
地点：成都公司性质：民营公司规模：500-999人经验：3-5年学历：本科职位月薪：6000-10000元/月 【岗位职责】 1、 负责互交式的Web前端开发及微信端公众号开发； 2、 在复杂的Web应用程序环境下，有优化代码和减少加载时间的能力； 3、 完成上级交办的其他工作任务。 【任职资格】 1. 本科毕业， 从事web|H5前端开发3年及以上工作经验 2. 熟知当前Web|H5标准...
地点：成都公司性质：其它公司规模：20人以下经验：1-3年学历：大专职位月薪：5000-8000元/月 1、具备扎实的.Net面向对象编程基础，精通WebFrom、WinForm编程，熟练Mvc编程模式； 2、熟练使用html、javascript、css，Jquery UI、FineUI、ExtJS； 3、熟练使用EntityFramework、Linq，熟悉Oracle、SQL Server...
地点：成都公司性质：股份制企业公司规模：20-99人经验：3-5年学历：本科职位月薪：8000-12000元/月 工作职责： 1、 负责行业应用软件系统技术方案规划与设计。 2、 负责业务流程开发。 3、 负责报告报表的开发。 4、 负责核心业务逻辑的设计和开发。 5、 负责完成上级指派的工作。 任职条件： 1、 计算机或软件工程相关专业毕业，3年以上实际项...
地点：成都公司性质：民营公司规模：20-99人学历：不限职位月薪：4001-6000元/月 良好的沟通能力、理解能力和逻辑思维能力； 根据公司的立项要求写出完整的策划方案； 对游戏行业有兴趣，有过玩游戏经历； 想在这个行业发展的有志青年； 大专及以上学历； 可接收无基础的应往届毕业生、实习生（公司可提供岗前实训） 岗位要求： 1、年龄18-28周岁，超龄勿扰； 2、学历高中及以...
地点：成都-双流区公司性质：股份制企业公司规模：500-999人学历：大专职位月薪：5000-8000元/月...PHP等)； 2、应往届理工类毕业生优先，计算机、软件工程、电子信息、机械、自动化等相关专业均可； 3、具有阅读相关技术需求文档能力；具有一定的软件设计及文档编写能力； 4、具有良好的语言表达本和沟通能力，有较强的事业心，能承受一定的工作压力； 四、福利待遇： 1、提供...
地点：成都公司性质：民营公司规模：100-499人学历：大专职位月薪：4001-6000元/月...PHP端的开发； 2、不断优化用户体验以及PHP服务端的性能； 3、负责产品系统的开发； 4、配合产品设计、UI设计师完成产品的调试开发； 5、维护相关系统、保证系统运行的稳定性； 舒适的办公环境，和谐愉快的工作氛围，热情友好的团队。加入我们，我们...
地点：成都公司性质：民营公司规模：20-99人学历：大专职位月薪：4001-6000元/月...PHP+MYSQL技术开发网站前台功能及后台功能系统； 2、负责网页切图，采用DIV+CSS布局制作静态网页，兼容IE6、IE7、IE8FF浏览器； 3、团队协作，配合项目经理的管理工作，高效完成网站功能开发。 加入我们，我们还为你提供： 1、易于个人发展的职级梯级体系...
地点：成都公司性质：上市公司公司规模：100-499人学历：大专职位月薪：2001-4000元/月 岗位要求 1.大专及以上学历，有一定的计算机基础，热爱IT行业，不限专业； 2.有良好的学习能力，简单的电脑操作基础，致力于计算机行业发展； 3.工作细致认真，有高度的责任感，乐于学习新知识，沟通能力强； 4.对软件开发有强烈兴趣，有良好的学习能力和强烈的进取心； 5.无实际相关工作经验者，根据面...
地点：成都公司性质：上市公司公司规模：100-499人学历：大专职位月薪：2001-4000元/月...PHP+MYSQL技术开发网站前台功能及后台功能系统； 2、负责网页切图，采用DIV+CSS布局制作静态网页，兼容IE6、IE7、IE8FF浏览器； 3、掌握SVN版本控制工具，采用SVN与其他工程师实现代码同步及协同开发； 4、团队协作，配合项目经理的管理工作，高效完成网站功能...
